"ISIL","機関名Institution name in Japanese","Institution name in English","機関名ヨミInstitution name in Japanese (kana form)","Postal code","都道府県Prefecture","市区町村City/Ward/Town/Village","町名番地Address","Telephone number","代表FAX番号Fax number","URL","旧ISIL Former ISIL","登録日","更新日"
"JP-1001069","板橋区立赤塚図書館","Itabashi City Akatsuka Library","イタバシクリツアカツカトショカン","175-0092","東京都","板橋区","赤塚6丁目38-1","03-3939-5281","03-3939-5877","http://lib.trc-itabashi.jp/",,2011/10/1 0:00:00,2013/5/28 0:00:00
"JP-1001070","板橋区立清水図書館","Itabashi City Shimizu Library","イタバシクリツシミズトショカン","174-0055","東京都","板橋区","泉町16-16","03-3965-9701","03-3965-9421","http://shimizu-lib.jp/",,2011/10/1 0:00:00,2013/5/28 0:00:00
"JP-1001071","板橋区立蓮根図書館","Itabashi City Hasune Library","イタバシクリツハスネトショカン","174-0046","東京都","板橋区","蓮根3丁目15-1-101","03-3965-7351","03-3965-7356","http://hasune-lib.jp/",,2011/10/1 0:00:00,2013/5/29 0:00:00
"JP-1001072","板橋区立氷川図書館","Itabashi City Hikawa Library","イタバシクリツヒカワトショカン","173-0013","東京都","板橋区","氷川町28-9","03-3961-9981","03-3961-1488","http://r.goope.jp/lib-m-hikawa",,2011/10/1 0:00:00,2013/5/29 0:00:00
"JP-1001073","板橋区立高島平図書館","Itabashi City Takashimadaira Library","イタバシクリツタカシマダイラトショカン","175-0082","東京都","板橋区","高島平3丁目13-1","03-3939-6565","03-3939-5755","http://lib.trc-itabashi.jp/",,2011/10/1 0:00:00,2013/5/29 0:00:00
"JP-1001074","板橋区立東板橋図書館","Itabashi City Higashi-itabashi Library","イタバシクリツヒガシイタバシトショカン","173-0003","東京都","板橋区","加賀1丁目10-15","03-3579-2666","03-3579-6650","http://r.goope.jp/lib-m-higashi",,2011/10/1 0:00:00,2013/5/29 0:00:00
"JP-1001075","板橋区立小茂根図書館","Itabashi City Komone Library","イタバシクリツコモネトショカン","173-0037","東京都","板橋区","小茂根1丁目6-2","03-3554-8801","03-3554-8813","http://r.goope.jp/lib-m-itabashi",,2011/10/1 0:00:00,2013/5/29 0:00:00
"JP-1001076","板橋区立西台図書館","Itabashi City Nishidai Library","イタバシクリツニシダイトショカン","175-0045","東京都","板橋区","西台3丁目13-2","03-5399-1191","03-5399-1190","http://nishidai-lib.jp/",,2011/10/1 0:00:00,2013/5/29 0:00:00
"JP-1001077","板橋区立志村図書館","Itabashi City Shimura Library","イタバシクリツシムラトショカン","174-0051","東京都","板橋区","小豆沢1丁目8-1","03-5994-3021","03-5994-3026","http://www.shimura-lib.jp/",,2011/10/1 0:00:00,2013/5/29 0:00:00
"JP-1001078","板橋区立成増図書館","Itabashi City Narimasu Library","イタバシクリツナリマストショカン","175-0094","東京都","板橋区","成増3丁目13-1","03-3977-6078","03-3977-6131","http://lib.trc-itabashi.jp/",,2011/10/1 0:00:00,2013/5/29 0:00:00
"JP-1001079","練馬区立石神井図書館","NERIMAKURITSUSHAKUJII Library","ネリマクリツシャクジイトショカン","177-0045","東京都","練馬区","石神井台1丁目16-31","03-3995-2230","","http://www.lib.nerima.tokyo.jp/institution/7",,2011/10/1 0:00:00,2013/5/29 0:00:00
"JP-1001080","練馬区立大泉図書館","NERIMAKURITSUOIZUMI Library","ネリマクリツオオイズミトショカン","178-0061","東京都","練馬区","大泉学園町2丁目21-17","03-3921-0991","","http://www.lib.nerima.tokyo.jp/institution/9",,2011/10/1 0:00:00,2013/5/29 0:00:00
"JP-1001081","練馬区立練馬図書館","NERIMAKURITSUNERIMA Library","ネリマクリツネリマトショカン","176-0012","東京都","練馬区","豊玉北6丁目8-1","03-3992-1580","","http://www.lib.nerima.tokyo.jp/institution/6",,2011/10/1 0:00:00,2013/5/29 0:00:00
"JP-1001082","練馬区立平和台図書館","NERIMAKURITSUHEIWADAI Library","ネリマクリツヘイワダイトショカン","179-0083","東京都","練馬区","平和台1丁目36-17","03-3931-9581","","http://www.lib.nerima.tokyo.jp/institution/8",,2011/10/1 0:00:00,2013/5/29 0:00:00
"JP-1001083","練馬区立関町図書館","NERIMAKURITSUSEKIMACHI Library","ネリマクリツセキマチトショカン","177-0053","東京都","練馬区","関町南3丁目11-2","03-3929-5391","","http://www.lib.nerima.tokyo.jp/institution/10",,2011/10/1 0:00:00,2013/5/29 0:00:00
"JP-1001084","練馬区立貫井図書館","NERIMAKURITSUNUKUI Library","ネリマクリツヌクイトショカン","176-0021","東京都","練馬区","貫井1丁目36-16","03-3577-1831","","http://www.lib.nerima.tokyo.jp/institution/11",,2011/10/1 0:00:00,2013/5/29 0:00:00
"JP-1001085","練馬区立稲荷山図書館","NERIMAKURITSUINARIYAMA Library","ネリマクリツイナリヤマトショカン","178-0062","東京都","練馬区","大泉町1丁目3-18","03-3921-4641","","http://www.lib.nerima.tokyo.jp/institution/12",,2011/10/1 0:00:00,2013/5/29 0:00:00
"JP-1001086","練馬区立小竹図書館","NERIMAKURITSUKOTAKE Library","ネリマクリツコタケトショカン","176-0004","東京都","練馬区","小竹町2丁目43-1","03-5995-1121","","http://www.lib.nerima.tokyo.jp/institution/13",,2011/10/1 0:00:00,2013/5/29 0:00:00
"JP-1001087","練馬区立南大泉図書館","NERIMAKURITSUMINAMIOIZUMI Library","ネリマクリツミナミオオイズミトショカン","178-0064","東京都","練馬区","南大泉1丁目44-7","03-5387-3600","","http://www.lib.nerima.tokyo.jp/institution/14",,2011/10/1 0:00:00,2013/5/29 0:00:00
"JP-1001088","練馬区立光が丘図書館","NERIMAKURITSUHIKARIGAOKA Library","ネリマクリツヒカリガオカトショカン","179-0072","東京都","練馬区","光が丘4丁目1-5","03-5383-6500","","http://www.lib.nerima.tokyo.jp/institution/5",,2011/10/1 0:00:00,2013/5/29 0:00:00
"JP-1001089","練馬区立春日町図書館","NERIMAKURITSUKASUGACHO Library","ネリマクリツカスガチョウトショカン","179-0074","東京都","練馬区","春日町5丁目31-2-201","03-5241-1311","","http://www.lib.nerima.tokyo.jp/institution/27",,2011/10/1 0:00:00,2013/5/29 0:00:00
"JP-1001090","練馬区立南田中図書館","NERIMAKURITSUMINAMITANAKA Library","ネリマクリツミナミタナカトショカン","177-0035","東京都","練馬区","南田中5-15-22","03-5393-2411","","http://www.lib.nerima.tokyo.jp/institution/28",,2011/10/1 0:00:00,2013/5/29 0:00:00
"JP-1001091","足立区立中央図書館","ADACHIKURITSUCHUO Library","アダチクリツチュウオウトショカン","120-0034","東京都","足立区","千住5丁目13-5","03-5813-3740","","http://www.city.adachi.tokyo.jp/toshokan/shisetsu/toshokan/010.html",,2011/10/1 0:00:00,2017/1/24 0:00:00
"JP-1001093","足立区立新田コミュニティ図書館","ADACHIKURITSUSHINDENKOMYUNITEI Library","アダチクリツシンデンコミュニティトショカン","123-0865","東京都","足立区","新田2丁目2-2","03-3912-1767","","http://www.city.adachi.tokyo.jp/toshokan/shisetsu/toshokan/007.html",,2011/10/1 0:00:00,2017/1/24 0:00:00
"JP-1001094","足立区立竹の塚図書館","ADACHIKURITSUTAKENOTSUKA Library","アダチクリツタケノツカトショカン","121-0813","東京都","足立区","竹の塚2丁目25-17","03-3859-9966","","http://www.city.adachi.tokyo.jp/toshokan/shisetsu/toshokan/009.html",,2011/10/1 0:00:00,2017/1/24 0:00:00
"JP-1001095","足立区立花畑図書館","ADACHIKURITSUHANAHATA Library","アダチクリツハナハタトショカン","121-0061","東京都","足立区","花畑4丁目16-8","03-3850-2601","","http://www.city.adachi.tokyo.jp/toshokan/shisetsu/toshokan/013.html",,2011/10/1 0:00:00,2017/1/24 0:00:00
"JP-1001096","足立区立江南コミュニティ図書館","ADACHIKURITSUKOUNANKOMYUNITEI Library","アダチクリツコウナンコミュニティトショカン","120-0046","東京都","足立区","小台2丁目4番18号","03-3913-0460","","https://www.city.adachi.tokyo.jp/toshokan/shisetsu/toshokan/015.html",,2011/10/1 0:00:00,2022/3/22 0:00:00
"JP-1001097","足立区立やよい図書館","ADACHIKURITSUYAYOI Library","アダチクリツヤヨイトショカン","121-0011","東京都","足立区","中央本町3丁目15-1","03-3852-1433","","http://www.city.adachi.tokyo.jp/toshokan/shisetsu/toshokan/016.html",,2011/10/1 0:00:00,2017/1/24 0:00:00
"JP-1001098","足立区立佐野図書館","ADACHIKURITSUSANO Library","アダチクリツサノトショカン","121-0053","東京都","足立区","佐野2丁目43-5","03-3628-3275","","http://www.city.adachi.tokyo.jp/toshokan/shisetsu/toshokan/005.html",,2011/10/1 0:00:00,2017/1/24 0:00:00
"JP-1001099","足立区立東和図書館","ADACHIKURITSUTOWA Library","アダチクリツトウワトショカン","120-0003","東京都","足立区","東和3丁目12-9","03-3628-6203","","http://www.city.adachi.tokyo.jp/toshokan/shisetsu/toshokan/011.html",,2011/10/1 0:00:00,2017/1/24 0:00:00
"JP-1001100","足立区立舎人図書館","ADACHIKURITSUTONERI Library","アダチクリツトネリトショカン","121-0831","東京都","足立区","舎人1丁目3-26","03-3857-0771","","http://www.city.adachi.tokyo.jp/toshokan/shisetsu/toshokan/012.html",,2011/10/1 0:00:00,2017/1/24 0:00:00
"JP-1001101","足立区立保塚図書館","ADACHIKURITSUHOZUKA Library","アダチクリツホヅカトショカン","121-0072","東京都","足立区","保塚町7-16","03-3858-1553","","http://www.city.adachi.tokyo.jp/toshokan/shisetsu/toshokan/014.html",,2011/10/1 0:00:00,2017/1/24 0:00:00
"JP-1001102","足立区立江北図書館","ADACHIKURITSUKOHOKU Library","アダチクリツコウホクトショカン","123-0872","東京都","足立区","江北3丁目39-4","03-3890-4488","","http://www.city.adachi.tokyo.jp/toshokan/shisetsu/toshokan/004.html",,2011/10/1 0:00:00,2017/1/24 0:00:00
"JP-1001103","足立区立鹿浜図書館","ADACHIKURITSUSHIKAHAMA Library","アダチクリツシカハマトショカン","123-0864","東京都","足立区","鹿浜6丁目8-1","03-3857-6551","","http://www.city.adachi.tokyo.jp/toshokan/shisetsu/toshokan/006.html",,2011/10/1 0:00:00,2017/1/24 0:00:00
"JP-1001104","足立区立興本図書館","ADACHIKURITSUOKIMOTO Library","アダチクリツオキモトトショカン","123-0844","東京都","足立区","興野1丁目18-38","03-3889-0370","03-3889-9760","http://www.city.adachi.tokyo.jp/toshokan/shisetsu/toshokan/003.html",,2011/10/1 0:00:00,2017/1/24 0:00:00
"JP-1001105","足立区立伊興図書館","ADACHIKURITSUIKO Library","アダチクリツイコウトショカン","121-0823","東京都","足立区","伊興2丁目4-22","03-3857-6537","","http://www.city.adachi.tokyo.jp/toshokan/shisetsu/toshokan/001.html",,2011/10/1 0:00:00,2017/1/24 0:00:00
"JP-1001106","足立区立梅田図書館","ADACHIKURITSUMEDA Library","アダチクリツウメダトショカン","123-0851","東京都","足立区","梅田7丁目13-1","03-3840-4646","","http://www.city.adachi.tokyo.jp/toshokan/shisetsu/toshokan/002.html",,2011/10/1 0:00:00,2017/1/24 0:00:00
"JP-1001107","葛飾区立にいじゅく地区図書館","KATSUSHIKAKURITSUNIIJUKUTIKUTOSHOKAN","カツシカクリツニイジュクチクトショカン","125-0051","東京都","葛飾区","新宿3-7-1","03-3607-9105","","https://www.lib.city.katsushika.lg.jp/contents;jsessionid=86BB43455E1731900345DA182FB4769B?0&pid=336",,2011/10/1 0:00:00,2021/6/18 0:00:00
"JP-1001108","葛飾区立お花茶屋図書館","KATSUSHIKAKURITSUOHANAJIYAYA Library","カツシカクリツオハナヂャヤトショカン","124-0003","東京都","葛飾区","お花茶屋2-1-15","03-3690-7661","","http://www.lib.city.katsushika.lg.jp/libguide_0103guide.html",,2011/10/1 0:00:00,2013/5/29 0:00:00
"JP-1001109","葛飾区立上小松図書館","KATSUSHIKAKURITSUKAMIKOMATSU Library","カツシカクリツカミコマツトショカン","124-0023","東京都","葛飾区","東新小岩3-12-1都営住宅1階","03-3696-7901","","http://www.lib.city.katsushika.lg.jp/libguide_0104guide.html",,2011/10/1 0:00:00,2013/5/29 0:00:00
"JP-1001110","葛飾区立立石図書館","KATSUSHIKAKURITSUTATEISHI Library","カツシカクリツタテイシトショカン","124-0012","東京都","葛飾区","立石1-9-1","03-3696-4451","","http://www.lib.city.katsushika.lg.jp/libguide_0102guide.html",,2011/10/1 0:00:00,2013/5/29 0:00:00
"JP-1001111","葛飾区立亀有図書館","KATSUSHIKAKURITSUKAMEARI Library","カツシカクリツカメアリトショカン","125-0061","東京都","葛飾区","亀有1-17-5","03-3690-1901","","http://www.lib.city.katsushika.lg.jp/libguide_0105guide.html",,2011/10/1 0:00:00,2013/5/29 0:00:00
"JP-1001112","葛飾区立水元図書館","KATSUSHIKAKURITSUMIZUMOTO Library","カツシカクリツミズモトトショカン","125-0033","東京都","葛飾区","東水元1-7-3","03-3627-3111","","http://www.lib.city.katsushika.lg.jp/libguide_0106guide.html",,2011/10/1 0:00:00,2013/5/29 0:00:00
"JP-1001113","葛飾区立鎌倉図書館","KATSUSHIKAKURITSUKAMAKURA Library","カツシカクリツカマクラトショカン","125-0053","東京都","葛飾区","鎌倉2-4-5","03-3650-7741","","http://www.lib.city.katsushika.lg.jp/libguide_0107guide.html",,2011/10/1 0:00:00,2013/5/29 0:00:00
"JP-1001114","葛飾区立四つ木地区図書館","KATSUSHIKAKURITSUYOTSUGICHIKU Library","カツシカクリツヨツギチクトショカン","124-0011","東京都","葛飾区","四つ木4-8-1よつぎ小学校内","03-5670-3321","","http://www.lib.city.katsushika.lg.jp/libguide_0201guide.html",,2011/10/1 0:00:00,2013/5/29 0:00:00
"JP-1001115","葛飾区立西水元地区図書館","KATSUSHIKAKURITSUNISHIMIZUMOTOCHIKU Library","カツシカクリツニシミズモトチクトショカン","125-0031","東京都","葛飾区","西水元2-2-8西水元あやめ園内","03-5660-2201","","http://www.lib.city.katsushika.lg.jp/libguide_0202guide.html",,2011/10/1 0:00:00,2013/5/29 0:00:00
"JP-1001116","葛飾区立青戸地区図書館","KATSUSHIKAKURITSUAOTOCHIKU Library","カツシカクリツアオトチクトショカン","125-0062","東京都","葛飾区","青戸5-20-6青戸地区センター内","03-3838-1273","","http://www.lib.city.katsushika.lg.jp/libguide_0203guide.html",,2011/10/1 0:00:00,2013/5/29 0:00:00
"JP-1001117","葛飾区立中央図書館","KATSUSHIKAKURITSUCHUO Library","カツシカクリツチュウオウトショカン","125-0042","東京都","葛飾区","金町6-2-1ヴィナシス金町ブライトコート3階","03-3607-9201","","http://www.lib.city.katsushika.lg.jp/libguide_0001guide.html",,2011/10/1 0:00:00,2015/1/15 0:00:00
"JP-1001118","江戸川区立小岩図書館","Edogawa City Koiwa Library","エドガワクリツコイワトショカン","133-0052","東京都","江戸川区","東小岩3丁目6-9","03-3672-0251","03-5694-2921","https://www.library.city.edogawa.tokyo.jp/toshow/introduction/html/edg_koiwa.php",,2011/10/1 0:00:00,2019/5/31 0:00:00
"JP-1001119","江戸川区立葛西図書館","Edogawa City Kasai Library","エドガワクリツカサイトショカン","134-0013","東京都","江戸川区","江戸川6丁目24-1","03-3687-6811","03-5696-9708","https://www.library.city.edogawa.tokyo.jp/toshow/introduction/html/edg_kasai.php",,2011/10/1 0:00:00,2019/5/31 0:00:00
"JP-1001120","江戸川区立小松川図書館","Edogawa City Komatsugawa Library","エドガワクリツコマツガワトショカン","132-0035","東京都","江戸川区","平井1丁目11-26","03-3684-6381","03-5609-5041","https://www.library.city.edogawa.tokyo.jp/toshow/introduction/html/edg_komatsu.php",,2011/10/1 0:00:00,2019/5/31 0:00:00
"JP-1001121","江戸川区立篠崎図書館","Edogawa City Shinozaki Library","エドガワクリツシノザキトショカン","133-0061","東京都","江戸川区","篠崎町7丁目20-19","03-3670-9102","03-3676-6545","http://www.shinozaki-bunkaplaza.com/library/",,2011/10/1 0:00:00,2013/5/29 0:00:00
"JP-1001122","江戸川区立松江図書館","Edogawa City Matue Library","エドガワクリツマツエトショカン","132-0025","東京都","江戸川区","松江2丁目1-10","03-3654-7251","03-5607-1888","https://www.library.city.edogawa.tokyo.jp/toshow/introduction/html/edg_matsue.php",,2011/10/1 0:00:00,2019/5/31 0:00:00
"JP-1001123","江戸川区立西葛西図書館","Edogawa City Nishi-kasai Library","エドガワクリツニシカサイトショカン","134-0088","東京都","江戸川区","西葛西5丁目10-47","03-5658-0751","03-5658-0712","https://www.library.city.edogawa.tokyo.jp/toshow/introduction/html/edg_n_kasai.php",,2011/10/1 0:00:00,2019/5/31 0:00:00
