"ISIL","機関名Institution name in Japanese","Institution name in English","機関名ヨミInstitution name in Japanese (kana form)","Postal code","都道府県Prefecture","City/Ward/Town/Village","Address (Street Level)","Telephone number","代表FAX番号Fax number","URL","旧ISIL Former ISIL","登録日","更新日"
"JP-1003611","兵庫県立大学姫路工学学術情報館","Library and Academic Information Center, Himeji Campus for Engineering, University of Hyogo","ヒョウゴケンリツダイガクヒメジコウガクガクジュツジョウホウカン","671-2280","兵庫県","姫路市","書写2167","079-267-4823","079-266-1094","http://lib.laic.u-hyogo.ac.jp/laic/1/",,2011/10/1 0:00:00,2015/7/16 0:00:00
"JP-1003612","兵庫県立大学播磨理学学術情報館","Library and Academic Information Center, Harima Campus for Science, University of Hyogo","ヒョウゴケンリツダイガクハリマリガクガクジュツジョウホウカン","678-1297","兵庫県","赤穂郡上郡町","光都3丁目2-1","0791-58-0107","0791-58-0133","http://lib.laic.u-hyogo.ac.jp/laic/2/index.html",,2011/10/1 0:00:00,2015/7/16 0:00:00
"JP-1003613","兵庫県立大学姫路環境人間学術情報館","Library and Academic Information Center, Himeji Campus for Human Science and Environment, University of Hyogo","ヒョウゴケンリツダイガクヒメジカンキョウニンゲンガクジュツジョウホウカン","670-0092","兵庫県","姫路市","新在家本町1丁目1-12","079-292-1514","079-292-1527","http://lib.laic.u-hyogo.ac.jp/laic/3/index.html",,2011/10/1 0:00:00,2015/7/16 0:00:00
"JP-1003614","兵庫県立大学明石看護学術情報館","Library and Academic Information Center, Akashi Campus for Nursing, University of Hyogo","ヒョウゴケンリツダイガクアカシガクジュツジョウホウカン","673-8588","兵庫県","明石市","北王子町13-71","078-925-0882","078-925-0868","http://lib.laic.u-hyogo.ac.jp/laic/5/",,2011/10/1 0:00:00,2015/7/16 0:00:00
"JP-1003615","奈良県立医科大学附属図書館","Nara Medical University Library","ナラケンリツイカダイガクフゾクトショカン","634-8523","奈良県","橿原市","四条町840","0744-23-9981","0744-23-3273","http://www.naramed-u.ac.jp/library/index.html",,2011/10/1 0:00:00,2015/7/16 0:00:00
"JP-1003616","奈良県立大学附属図書館","Nara Prefectural University Library","ナラケンリツダイガクフゾクトショカン","630-8258","奈良県","奈良市","船橋町10","0742-22-4978","0742-22-4991","http://www.narapu.ac.jp/library/",,2011/10/1 0:00:00,2016/6/9 0:00:00
"JP-1003617","和歌山県立医科大学図書館紀三井寺館","Wakayama Medical University Library, KIMIIDERA","ワカヤマケンリツイカダイガクトショカンキミイデラカン","641-8509","和歌山県","和歌山市","紀三井寺811-1","073-441-0787","073-441-0783","http://opac.wakayama-med.ac.jp/kimiidera/",,2011/10/1 0:00:00,2013/11/5 0:00:00
"JP-1003618","和歌山県立医科大学図書館三葛館","Wakayama Medical University Library, Mikazura","ワカヤマケンリツイカダイガクトショカンミカズラカン","641-0011","和歌山県","和歌山市","三葛580","073-446-6721","073-446-6730","http://opac.wakayama-med.ac.jp/mikazura/",,2011/10/1 0:00:00,2013/11/5 0:00:00
"JP-1003619","島根県立大学浜田キャンパスメディアセンター","SHIMANEKENRITSUDAIGAKUHAMADAKYAMPASUMEDEIASENTA","シマネケンリツダイガクハマダキャンパスメディアセンター","697-0016","島根県","浜田市","野原町2433-2","0855-24-2204","0855-24-2210","http://hamada.u-shimane.ac.jp/campus/library/",,2011/10/1 0:00:00,2015/7/16 0:00:00
"JP-1003620","岡山県立大学附属図書館","Okayama Prefectural University Library","オカヤマケンリツダイガクフゾクトショカン","719-1197","岡山県","総社市","窪木111","0866-94-2008","0866-94-2198","http://www.lib.oka-pu.ac.jp/",,2011/10/1 0:00:00,2013/11/5 0:00:00
"JP-1003621","新見公立大学附属図書館／新見市学術交流センター図書館","NIIMIKORITSUDAIGAKUFUZOKU Library ／NIIMISHIGAKUJUTSUKORYUSENTA Library","ニイミコウリツダイガクフゾクトショカン／ニイミシガクジュツコウリュウセンタートショカン","718-8585","岡山県","新見市","西方1263-2","0867-72-0664","0867-72-0664","http://www.lib.niimi-u.ac.jp/Library/index.aspx",,2011/10/1 0:00:00,2020/3/2 0:00:00
"JP-1003622","広島市立大学附属図書館","HIROSHIMA CITY UNIVERSITY LIBRARY","ヒロシマシリツダイガクフゾクトショカン","731-3194","広島県","広島市安佐南区","大塚東3丁目4-1","082-830-1508","082-830-1659","https://www.lib.hiroshima-cu.ac.jp/",,2011/10/1 0:00:00,2020/3/2 0:00:00
"JP-1003623","尾道市立大学附属図書館","Onomichi City University Library","オノミチシリツダイガクフゾクトショカン","722-8506","広島県","尾道市","久山田町1600番地2","0848-22-8311","","http://www.lib.onomichi-u.ac.jp",,2011/10/1 0:00:00,2013/11/5 0:00:00
"JP-1003624","県立広島大学学術情報センター図書館","Prefectural University of Hiroshima, Library and Academic Information Center","ケンリツヒロシマダイガクガクジュツジョウホウセンタートショカン","734-8558","広島県","広島市南区","宇品東1丁目1-71","082-251-5179","082-251-9528","http://libwww.pu-hiroshima.ac.jp",,2011/10/1 0:00:00,2012/4/26 0:00:00
"JP-1003625","県立広島大学庄原学術情報センター図書館","KENRITSUHIROSHIMADAIGAKUSHOBARAGAKUJUTSUJOHOSENTA Library","ケンリツヒロシマダイガクショウバラガクジュツジョウホウセンタートショカン","727-0023","広島県","庄原市","七塚町562","0824-74-1702","0824-74-1794","http://libwww.pu-hiroshima.ac.jp",,2011/10/1 0:00:00,2012/3/28 0:00:00
"JP-1003626","県立広島大学三原学術情報センター図書館","KENRITSUHIROSHIMADAIGAKUMIHARAGAKUJUTSUJOHOSENTA Library","ケンリツヒロシマダイガクミハラガクジュツジョウホウセンタートショカン","723-0053","広島県","三原市","学園町1番1号","0848-60-1130","0848-60-1138","http://libwww.pu-hiroshima.ac.jp",,2011/10/1 0:00:00,2013/11/5 0:00:00
"JP-1003627","下関市立大学附属図書館","Shimonoseki City University Library","シモノセキシリツダイガクフゾクトショカン","751-8510","山口県","下関市","大学町2丁目1-1","083-252-1211","083-253-5091","http://www.shimonoseki-cu.ac.jp/library/",,2011/10/1 0:00:00,2012/4/23 0:00:00
"JP-1003628","山口県立大学附属図書館","YAMAGUCHIKENRITSUDAIGAKUFUZOKU Library","ヤマグチケンリツダイガクフゾクトショカン","753-8502","山口県","山口市","桜畠3丁目2-1","083-928-0522","083-928-0279","http://www.yamaguchi-pu.ac.jp/library/ypulib/",,2011/10/1 0:00:00,2015/7/16 0:00:00
"JP-1003629","香川県立保健医療大学図書館","KAGAWAKENRITSUHOKENIRYODAIGAKU Library","カガワケンリツホケンイリョウダイガクトショカン","761-0123","香川県","高松市","牟礼町原281-1","087-870-1288","087-870-1208","https://www.kagawa-puhs.ac.jp/about/facility/library.php",,2011/10/1 0:00:00,2020/3/2 0:00:00
"JP-1003630","愛媛県立医療技術大学図書館","Ehime Prefectural University of Health Sciences Library","エヒメケンリツイリョウギジュツダイガクトショカン","791-2101","愛媛県","伊予郡砥部町","高尾田543","089-960-0061","089-960-0061","http://www.epu.ac.jp/site/book/",,2011/10/1 0:00:00,2013/11/5 0:00:00
"JP-1003631","高知県立大学総合情報センター池図書館","KOCHIKENRITSUDAIGAKUSOGOJOHOSENTAIKE Library","コウチケンリツダイガクソウゴウジョウホウセンターイケトショカン","781-8515","高知県","高知市","池2751-1","088-847-8701","088-847-8671","http://iicuk.cc.u-kochi.ac.jp/library/index.html",,2011/10/1 0:00:00,2015/7/16 0:00:00
"JP-1003632","高知県立大学総合情報センター永国寺図書館","KOCHIJOSHIDAIGAKUSOGOJOHOSENTAEIKOKUJI Library","コウチジョシダイガクソウゴウジョウホウセンターエイコクジトショカン","780-8515","高知県","高知市","永国寺町2-22","088-821-7129","088-821-7130","http://iicuk.cc.u-kochi.ac.jp/library/index.html",,2011/10/1 0:00:00,2015/7/16 0:00:00
"JP-1003633","高知工科大学附属情報図書館","KOCHIKOKADAIGAKUFUZOKUJOHO Library","コウチコウカダイガクフゾクジョウホウトショカン","782-8502","高知県","香美市","土佐山田町宮ノ口185","0887-57-2010","0887-57-2002","http://www.kochi-tech.ac.jp/library/",,2011/10/1 0:00:00,2013/11/5 0:00:00
"JP-1003634","北九州市立大学図書館","KITAKYUSHUSHIRITSUDAIGAKU Library","キタキュウシュウシリツダイガクトショカン","802-8577","福岡県","北九州市小倉南区","北方4丁目2-1","093-964-4403","093-964-4437","http://www.kitakyu-u.ac.jp/_lib/index.html",,2011/10/1 0:00:00,2013/11/5 0:00:00
"JP-1003635","北九州学術研究都市学術情報センター","KITAKYUSHUGAKUJUTSUKENKYUTOSHIGAKUJUTSUJOHOSENTA","キタキュウシュウガクジュツケンキュウトシガクジュツジョウホウセンター","808-0135","福岡県","北九州市若松区","ひびきの1-3","093-695-3150","093-695-3152","http://media.ksrp.or.jp",,2011/10/1 0:00:00,
"JP-1003636","九州歯科大学附属図書館","Kyushu Dental University Library","キュウシュウシカダイガクフゾクトショカン","803-8580","福岡県","北九州市小倉北区","真鶴2丁目6-1","093-582-1131","093-583-7388","http://www.kyu-dent.ac.jp/library/",,2011/10/1 0:00:00,2015/7/16 0:00:00
"JP-1003637","福岡女子大学学術情報センター（図書館）","Fukuoka Women's University Library","フクオカジョシダイガクガクジュツジョウホウセンタートショカン","813-8529","福岡県","福岡市東区","香住ケ丘1丁目1-1","092-661-2416","092-661-2416","http://www.fwu.ac.jp/lib/",,2011/10/1 0:00:00,2014/5/8 0:00:00
"JP-1003638","福岡県立大学附属図書館","Fukuoka Prefectural University Library","フクオカケンリツダイガクフゾクトショカン","825-8585","福岡県","田川市","伊田4395","0947-42-1760","0947-42-9457","http://www.fukuoka-pu.ac.jp/library/index.html",,2011/10/1 0:00:00,2013/11/5 0:00:00
"JP-1003639","福岡県立大学附属図書館看護学部分館","FUKUOKAKENRITSUDAIGAKUFUZOKU Library KANGOGAKUBUBUNKAN","フクオカケンリツダイガクフゾクトショカンカンゴガクブブンカン","825-8585","福岡県","田川市","伊田4395","0947-42-1760","0947-42-9457","http://www.fukuoka-pu.ac.jp/library/index.html",,2011/10/1 0:00:00,2013/11/5 0:00:00
"JP-1003640","長崎県立大学佐世保校附属図書館","NAGASAKIKENRITSUDAIGAKUSASEBOKOFUZOKU Library","ナガサキケンリツダイガクサセボコウフゾクトショカン","858-8580","長崎県","佐世保市","川下町123","0956-47-2191","0956-47-6941","http://sun.ac.jp/center/lib/sasebo/",,2011/10/1 0:00:00,2013/11/5 0:00:00
"JP-1003641","長崎県立大学シーボルト校附属図書館","University of Nagasaki Siebold Library","ナガサキケンリツダイガクシーボルトコウフゾクトショカン","851-2195","長崎県","西彼杵郡長与町","まなび野1丁目1-1","095-813-5500","095-813-5220","http://sun.ac.jp/center/lib/siebold/",,2011/10/1 0:00:00,2013/11/5 0:00:00
"JP-1003642","熊本県立大学学術情報メディアセンター図書館","Prefectural University of Kumamoto Academic Information and Media Center Library","クマモトケンリツダイガクガクジュツジョウホウメディアセンター","862-8502","熊本県","熊本市東区","月出三丁目1番100号","096-321-6614","","http://www.pu-kumamoto.ac.jp/~tosho/index-j.html",,2011/10/1 0:00:00,2014/1/27 0:00:00
"JP-1003643","大分県立看護科学大学附属図書館","Oita University of Nursing and Health Sciences Library","オオイタケンリツカンゴカガクダイガクフゾクトショカン","870-1201","大分県","大分市","大字廻栖野2944-9","097-586-4330","097-586-4373","http://www.oita-nhs.ac.jp/library/",,2011/10/1 0:00:00,2012/3/29 0:00:00
"JP-1003644","宮崎公立大学附属図書館","MIYAZAKIKORITSUDAIGAKUFUZOKU Library","ミヤザキコウリツダイガクフゾクトショカン","880-8520","宮崎県","宮崎市","船塚1丁目1-2","0985-20-4814","0985-20-4806","http://www.miyazaki-mu.ac.jp/library/index.html",,2011/10/1 0:00:00,
"JP-1003645","宮崎県立看護大学附属図書館","MIYAZAKIKENRITSUKANGODAIGAKUFUZOKU Library","ミヤザキケンリツカンゴダイガクフゾクトショカン","880-0929","宮崎県","宮崎市","まなび野3丁目5-1","0985-59-7756","0985-59-7773","http://www.mpu.ac.jp/mpnu/library/",,2011/10/1 0:00:00,2015/7/16 0:00:00
"JP-1003646","沖縄県立芸術大学附属図書･芸術資料館","OKINAWAKENRITSUGEIJUTSUDAIGAKUFUZOKUTOSHO･GEIJUTSUSHIRYOKAN","オキナワケンリツゲイジュツダイガクフゾクトショ･ゲイジュツシリョウカン","903-8602","沖縄県","那覇市","首里当蔵町1丁目4","098-882-5038","098-882-5068","http://www.lib.okigei.ac.jp/lib.html",,2011/10/1 0:00:00,2013/11/5 0:00:00
"JP-1003647","沖縄県立看護大学附属図書館","Okinawa Prefectural College of Nursing","オキナワケンリツカンゴダイガクフゾクトショカン","902-8513","沖縄県","那覇市","与儀1丁目24-1","098-833-8806","098-833-5134","https://www.webilisopac.okinawa-nurs.ac.jp/",,2011/10/1 0:00:00,2019/6/3 0:00:00
"JP-1003648","名桜大学附属図書館","Meio University Library","メイオウダイガクフゾクトショカン","905-8585","沖縄県","名護市","字為又1220-1","0980-51-1062","0980-51-1065","http://www.meio-u.ac.jp/library-home.html",,2011/10/1 0:00:00,2016/6/20 0:00:00
"JP-1003649","旭川大学図書館","Asahikawa University Library","アサヒカワダイガクトショカン","079-8501","北海道","旭川市","永山3条23丁目","0166-48-3121","0166-47-7930","http://lib.asahikawa-u.ac.jp/",,2011/10/1 0:00:00,2013/11/12 0:00:00
"JP-1003650","札幌大学図書館","Sapporo University Library","サッポロダイガクトショカン","062-8520","北海道","札幌市豊平区","西岡3条7丁目3-1","011-852-9185","011-856-8264","http://www.sapporo-u.ac.jp/library/",,2011/10/1 0:00:00,2013/11/12 0:00:00
"JP-1003651","札幌学院大学図書館","Sapporo Gakuin University Library","サッポロガクインダイガクトショカン","069-8555","北海道","江別市","文京台11番地","011-386-8111","011-388-2057","http://lib.sgu.ac.jp/",,2011/10/1 0:00:00,2012/4/2 0:00:00
"JP-1003652","函館大学図書館","Hakodate University Library","ハコダテダイガクトショカン","042-0955","北海道","函館市","高丘町51-1","0138-57-1181","0138-59-4575","http://www.hakodate-u.ac.jp/library/",,2011/10/1 0:00:00,2015/7/17 0:00:00
"JP-1003653","北海道医療大学総合図書館","Health Sciences University of Hokkaido Library","ホッカイドウイリョウダイガクソウゴウトショカン","061-0293","北海道","石狩郡当別町","金沢1757","0133-23-1134","0133-25-2014","http://library.hoku-iryo-u.ac.jp",,2011/10/1 0:00:00,2015/7/17 0:00:00
"JP-1003654","北海道医療大学総合図書館分館","HOKKAIDOIRYODAIGAKUSOGO Library BUNKAN","ホッカイドウイリョウダイガクソウゴウトショカンブンカン","002-8072","北海道","札幌市北区","あいの里2条5丁目","011-778-9095","011-778-9088","http://library.hoku-iryo-u.ac.jp/ainosato/index.html",,2011/10/1 0:00:00,2013/11/12 0:00:00
